entity_id,irrigates_coffee,knows_water_usage,wet_processing_at_farm,monitors_irrigation_usage,monitors_wet_processing_usage,water_use_irrigation_m3_per_ha,water_use_wet_processing_m3_per_kg,adequate_wastewater_treatment,has_water_bodies,distance_to_water_body,riparian_buffer_vegetation,irrigation_source,irrigation_rounds_per_year,irrigation_water_per_round_m3_per_ha
1469278379855009775,True,Yes,False,Yes,Not applicable,900.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,300.0
1469278379854781982,True,Yes,False,Yes,Not applicable,480.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,160.0
1469883818362504785,True,Yes,False,Yes,Not applicable,500.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,167.0
1469278379854782311,True,Yes,False,Yes,Not applicable,300.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,100.0
1469883818362504788,True,Yes,False,Yes,Not applicable,200.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,100.0
1469278379854782873,True,Yes,False,Yes,Not applicable,1360.0,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,453.0
1469278379855013487,True,Yes,False,Yes,Not applicable,822.0,No wet processing,Not applicable,True,>10 m,Yes,Groundwater well,2-Jan,411.0
1469278379854782303,True,Yes,False,No,Not applicable,154.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,153.0
1469278379854782330,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,200.0
1469278379855013538,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,400.0
1469278379854677182,True,Yes,False,Yes,Not applicable,400.0,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",2-Jan,200.0
1469278379854782765,True,Yes,False,Yes,Not applicable,538.46154,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,180.0
1469278379854677051,True,Yes,False,Yes,Not applicable,900.0,No wet processing,Not applicable,True,>10 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,300.0
1469278379855012279,True,Yes,False,Yes,Not applicable,1694.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,423.0
1469278379854782856,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,300.0
1469278379855009590,True,Yes,False,Yes,Not applicable,1512.0,No wet processing,Not applicable,True,>10 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,504.0
1469278379854677054,True,Yes,False,Yes,Not applicable,990.0,No wet processing,Not applicable,True,>10 m,Partially,"Surface water (river, lake, pond, etc.)",4-Mar,330.0
1469278379855012573,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,300.0
1469278379854783229,True,Yes,False,Yes,Not applicable,600.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,150.0
1469278379854781962,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,0 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,240.0
1469278379854677037,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379855012570,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469883818362504744,True,Yes,False,Yes,Not applicable,1511.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,378.0
1469278379855012184,True,Yes,False,Yes,Not applicable,1080.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,360.0
1469883818362504715,True,Yes,False,Yes,Not applicable,444.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,222.0
1469278379854783135,True,Yes,False,Yes,Not applicable,2631.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,526.0
1469278379855012158,True,Yes,False,Yes,Not applicable,1312.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,438.0
1469278379854783115,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379854782426,True,Yes,False,Yes,Not applicable,594.0,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,198.0
1469278379855013057,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,440.0
1469278379854783104,True,Yes,False,Yes,Not applicable,840.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,280.0
1469278379854782419,True,Yes,False,Yes,Not applicable,750.0,No wet processing,Not applicable,True,>10 m,Partially,"Surface water (river, lake, pond, etc.)",4-Mar,188.0
1469278379855009927,True,Yes,False,Yes,Not applicable,950.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,317.0
1469278379854677226,True,Yes,False,Yes,Not applicable,140.0,No wet processing,Not applicable,True,0 m,Yes,Groundwater well,8-Jul,20.0
1469278379855012818,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379854677162,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,333.0
1469278379854782733,True,Yes,False,Yes,Not applicable,686.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,171.0
1469278379854677174,True,Yes,False,Yes,Not applicable,872.0,No wet processing,Not applicable,True,0 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,290.91
1469278379854783053,True,Yes,False,Yes,Not applicable,480.0,No wet processing,Not applicable,True,>10 m,Partially,"Surface water (river, lake, pond, etc.)",4-Mar,160.0
1469278379854782727,True,Yes,False,Yes,Not applicable,643.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,214.0
1469278379855013676,True,Yes,False,Yes,Not applicable,1109.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,369.0
1469278379855013697,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,,4-Mar,200.0
1469278379854782243,True,Yes,False,Yes,Not applicable,1418.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,355.0
1469278379855012382,True,Yes,False,Yes,Not applicable,1145.45455,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,381.0
1469278379854783211,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,300.0
1469278379855012339,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379854783216,True,Yes,False,Yes,Not applicable,1120.0,No wet processing,Not applicable,True,>10 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,280.0
1469278379855012856,True,Yes,False,Yes,Not applicable,1380.0,No wet processing,Not applicable,True,6-10 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,460.0
1469278379855013932,True,Yes,False,Yes,Not applicable,1620.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,540.0
1469278379855013152,True,Yes,False,Yes,Not applicable,1187.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,396.0
1469278379855014007,True,Yes,False,Yes,Not applicable,1100.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,367.0
1469278379855013593,True,Yes,False,Yes,Not applicable,1222.22222,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,407.0
1469278379855013826,True,Yes,False,Yes,Not applicable,1350.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,450.0
1469278379855012881,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,440.0
1469278379855013861,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,1-5 m,Yes,Groundwater well,4-Mar,400.0
1469278379855013563,True,Yes,False,Yes,Not applicable,1100.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,367.0
1469278379855012835,True,Yes,False,Yes,Not applicable,1380.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,460.0
1469278379855009880,True,Yes,False,Yes,Not applicable,1400.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,467.0
1469278379855009844,True,Yes,False,Yes,Not applicable,1026.0,No wet processing,Not applicable,True,,,"Surface water (river, lake, pond, etc.)",4-Mar,342.0
1469278379855009842,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379854641911,True,Yes,False,Yes,Not applicable,1280.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",2-Jan,640.0
1469278379855005159,True,Yes,False,Yes,Not applicable,1800.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",6-May,360.0
1469278379855008338,True,Yes,False,Yes,Not applicable,1450.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,363.0
1469278379854638788,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,320.0
1469278379855008185,True,Yes,False,Yes,Not applicable,1333.33333,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,333.33
1469278379855009021,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469278379855004887,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469278379854638847,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,400.0
1469278379855004785,True,Yes,False,Yes,Not applicable,1980.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,495.0
1469278379855004825,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,350.0
1469278379855014199,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,>10 m,Not applicable,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379855014401,True,Yes,False,Yes,Not applicable,1500.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,500.0
1469278379854640837,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,440.0
1469278379855014074,True,Yes,False,Yes,Not applicable,1607.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,402.0
1469278379854639556,True,Yes,False,Yes,Not applicable,660.0,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,220.0
1469278379854640166,True,Yes,False,Yes,Not applicable,600.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,150.0
1469883818362504681,True,Yes,False,Yes,Not applicable,1260.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,420.0
1469278379855014088,True,Yes,False,Yes,Not applicable,1474.0,No wet processing,Not applicable,True,>10 m,Yes,Groundwater well,4-Mar,368.0
1469278379855014073,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,330.0
1469278379855014104,True,Yes,False,Yes,Not applicable,1295.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,432.0
1469278379855014345,True,Yes,False,Yes,Not applicable,1400.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469883818362504890,True,Yes,False,Yes,Not applicable,1400.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469278379855014289,True,Yes,False,Yes,Not applicable,1540.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,385.0
1469278379854641656,True,Yes,False,Yes,Not applicable,1575.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,262.0
1469278379854642031,True,Yes,False,Yes,Not applicable,1622.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,811.0
1469278379855008648,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,350.0
1469278379855008633,True,Yes,False,Yes,Not applicable,1155.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,385.0
1469278379854639991,True,Yes,False,Yes,Not applicable,1440.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,480.0
1469883818362504409,True,Yes,False,Yes,Not applicable,810.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,270.0
1469278379855014643,True,Yes,False,Yes,Not applicable,1920.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,480.0
1469278379855009318,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379854638141,True,Yes,False,Yes,Not applicable,360.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,180.0
1469278379855009319,True,Yes,False,Yes,Not applicable,842.10526,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,421.05
1469278379854640735,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,440.0
1469278379855008002,True,Yes,False,Yes,Not applicable,1250.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,417.0
1469278379855009390,True,Yes,False,Yes,Not applicable,880.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,440.0
1469278379854638365,True,Yes,False,Yes,Not applicable,1440.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,480.0
1469278379854641789,True,Yes,False,Yes,Not applicable,420.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,210.0
1469278379854642507,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",2-Jan,400.0
1469278379854641951,True,Yes,False,Yes,Not applicable,480.0,No wet processing,Not applicable,True,>10 m,No,"Surface water (river, lake, pond, etc.)",2-Jan,240.0
1469278379855008000,True,Yes,False,Yes,Not applicable,1340.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,335.0
1469278379854642852,True,Yes,False,Yes,Not applicable,400.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,200.0
1469278379854638345,True,Yes,False,Yes,Not applicable,2182.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,545.0
1469278379854638306,True,Yes,False,Yes,Not applicable,2275.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,455.0
1469278379855004840,True,Yes,False,Yes,Not applicable,1210.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,403.0
1469278379854642720,True,Yes,False,Yes,Not applicable,430.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",2-Jan,215.0
1469278379855005225,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,300.0
1469278379855005212,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,330.0
1469278379854638332,True,Yes,False,Yes,Not applicable,758.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",6-May,152.0
1469278379854642963,True,Yes,False,Yes,Not applicable,1100.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,367.0
1469278379854638287,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,True,>10 m,Partially,"Surface water (river, lake, pond, etc.)",2-Jan,400.0
1469278379855005276,True,Yes,False,Yes,Not applicable,1210.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,403.0
1469278379855005249,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,440.0
1469278379854642946,True,Yes,False,Yes,Not applicable,808.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,269.23
1469278379855008686,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,267.0
1469278379855008072,True,Yes,False,Yes,Not applicable,1366.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,455.17
1469278379855005043,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,334.0
1469278379854641146,True,Yes,False,Yes,Not applicable,960.0,No wet processing,Not applicable,True,Not applicable,Not applicable,Groundwater well,2-Jan,480.0
1469278379855005002,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,333.0
1469278379855005032,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,333.0
1469278379855005028,True,Yes,False,Yes,Not applicable,1100.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,367.0
1469278379854640452,True,Yes,False,Yes,Not applicable,892.96875,No wet processing,Not applicable,True,>10 m,No,"Surface water (river, lake, pond, etc.)",4-Mar,298.0
1469278379854638593,True,Yes,False,Yes,Not applicable,800.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,400.0
1469278379855008702,True,Yes,False,Yes,Not applicable,825.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,275.0
1469278379854639859,True,Yes,False,Yes,Not applicable,288.46154,No wet processing,Not applicable,True,0 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,144.23
1469278379854638512,True,Yes,False,Yes,Not applicable,1333.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,666.0
1469278379854641222,False,Not applicable,False,Not applicable,Not applicable,,No wet processing,Not applicable,False,,,Unknown,0,
1469278379854639942,True,Yes,False,Yes,Not applicable,1244.0,No wet processing,Not applicable,True,0 m,Yes,Groundwater well,4-Mar,415.0
1469278379854638490,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,400.0
1469278379854638519,True,Yes,False,Yes,Not applicable,480.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,120.0
1469278379854638792,True,Yes,False,Yes,Not applicable,300.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,300.0
1469278379854642831,True,Yes,False,Yes,Not applicable,300.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,300.0
1469278379854639534,True,Yes,False,Yes,Not applicable,976.27119,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,488.14
1469278379854638214,True,Yes,False,Yes,Not applicable,2083.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,694.0
1469278379854639354,True,Yes,False,Yes,Not applicable,546.04651,No wet processing,Not applicable,True,1-5 m,No,"Surface water (river, lake, pond, etc.)",2-Jan,273.02
1469278379854638432,True,Yes,False,Yes,Not applicable,840.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,420.0
1469278379854639362,True,Yes,False,Yes,Not applicable,950.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,317.0
